Exchange Date,Portfolio
2007-11-21,1457519.4688155844
2007-11-23,1470884.3476482094
2007-11-26,1483095.1328521054
2007-11-27,1473502.3128452473
2007-11-28,1473505.7745926948
2007-11-29,1478015.1017635774
2007-11-30,1474505.6956753253
2007-12-03,1482487.4397584666
2007-12-04,1485012.0144584544
2007-12-05,1483934.3736129138
2007-12-06,1482790.4593419372
2007-12-07,1471719.3396188754
2007-12-10,1475446.8141099408
2007-12-11,1480605.172382124
2007-12-12,1480900.351370848
2007-12-13,1461760.7452842335
2007-12-14,1450794.4856616042
2007-12-17,1443250.8661766497
2007-12-18,1456192.6805940797
2007-12-19,1460021.8396395063
2007-12-20,1463495.6479098154
2007-12-21,1462514.9786440048
2007-12-24,1462020.5223959526
2007-12-26,1465175.5141104606
2007-12-27,1469035.3689600145
2007-12-28,1482508.564187877
2007-12-31,1485990.0183047669
2008-01-02,1505398.720599654
2008-01-03,1506087.0488637863
2008-01-04,1501077.4703199945
2008-01-07,1499147.3731825554
2008-01-08,1504574.3430748347
2008-01-09,1510290.158294558
2008-01-10,1506071.1063857554
2008-01-11,1509102.2417672987
2008-01-14,1516661.8185716264
2008-01-15,1512122.4154707554
2008-01-16,1494607.5934639396
2008-01-17,1498472.3712708114
2008-01-18,1498452.7943311043
2008-01-22,1493760.5492898845
2008-01-23,1502505.5136900742
2008-01-24,1503601.6867242563
2008-01-25,1514660.68266357
2008-01-28,1519920.785727058
2008-01-29,1515769.6629005754
2008-01-30,1507763.1666601822
2008-01-31,1518981.9466307303
2008-02-01,1521345.2203456461
2008-02-04,1517813.4790686432
2008-02-05,1505548.5611631908
2008-02-06,1502114.0251388603
2008-02-07,1494069.0351774376
2008-02-08,1502969.155352419
2008-02-11,1509239.7373234944
2008-02-12,1502576.3350298498
2008-02-13,1500986.4617165984
2008-02-14,1494592.357697977
2008-02-15,1495554.8223249044
2008-02-19,1503189.569286609
2008-02-20,1504641.9501540323
2008-02-21,1517261.2415288906
2008-02-22,1516707.1870654786
2008-02-25,1512238.9121109603
2008-02-26,1521312.9942330748
2008-02-27,1531269.101202678
2008-02-28,1541969.4700559524
2008-02-29,1548924.2008573522
2008-03-03,1547063.9769242918
2008-03-04,1530706.9620771108
2008-03-05,1534228.8897816008
2008-03-06,1531715.5242540296
2008-03-07,1527604.4698043691
2008-03-10,1530322.3639765854
2008-03-11,1528394.2044581545
2008-03-12,1547455.6034652092
2008-03-13,1545892.153412268
2008-03-14,1554286.2118944805
2008-03-17,1551851.5107368077
2008-03-18,1547896.4678270088
2008-03-19,1543413.289692215
2008-03-20,1534217.831319519
2008-03-24,1523224.0754259543
2008-03-25,1543902.3178265286
2008-03-26,1547178.407992765
2008-03-27,1541703.3866585398
2008-03-28,1539532.521389977
2008-03-31,1537640.6581063387
2008-04-01,1524315.7582758078
2008-04-02,1536777.173119629
2008-04-03,1541530.1862336455
2008-04-04,1554145.7287875444
2008-04-07,1553222.2962570232
2008-04-08,1547203.131564731
2008-04-09,1556613.8759607244
2008-04-10,1551947.5518744662
2008-04-11,1553324.3059940916
2008-04-14,1545108.9849705496
2008-04-15,1543229.974881107
2008-04-16,1547170.5438196599
2008-04-17,1544932.6884750405
2008-04-18,1539011.3010612808
2008-04-21,1548922.3858087054
2008-04-22,1546234.501971988
2008-04-23,1542572.840736124
2008-04-24,1526216.7482819906
2008-04-25,1525215.8900677557
2008-04-28,1532131.497242339
2008-04-29,1523080.9453572866
2008-04-30,1532372.2276781958
2008-05-01,1525899.1662926513
2008-05-02,1527346.3729100295
2008-05-05,1534026.2926609141
2008-05-06,1532988.1038615315
2008-05-07,1526543.6195653002
2008-05-08,1539302.6218102772
2008-05-09,1539579.2066008518
2008-05-12,1543240.1786934494
2008-05-13,1528665.3630271899
2008-05-14,1526565.6318830934
2008-05-15,1544606.003085336
2008-05-16,1556222.9933652775
2008-05-19,1560412.5684791135
2008-05-20,1567093.9830790923
2008-05-21,1563501.099864577
2008-05-22,1552579.1669726064
